row_id,variant_id,base_model,model,dc_solution,rating,label,condition,anchor_type,anchor_level,iteration
ANCHOR_WORD_protection_dc_system_design_tool_llama_generalist_01_20260705_171716,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_protection_dc_system_design_tool_llama_normative_01_20260705_171716,llama_normative,llama,normative,Protection DC system design tool,3,Important,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_protection_dc_system_design_tool_llama_subject-matter_01_20260705_171716,llama_subject-matter,llama,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_protection_dc_system_design_tool_mistral_generalist_01_20260705_171716,mistral_generalist,mistral,generalist,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_protection_dc_system_design_tool_mistral_normative_01_20260705_171716,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_protection_dc_system_design_tool_mistral_subject-matter_01_20260705_171716,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_protection_dc_system_design_tool_gemma3_generalist_01_20260705_171716,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_protection_dc_system_design_tool_gemma3_normative_01_20260705_171716,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_protection_dc_system_design_tool_gemma3_subject-matter_01_20260705_171716,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_protection_dc_system_design_tool_phi4_generalist_02_20260705_171926,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_protection_dc_system_design_tool_phi4_normative_02_20260705_171926,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_protection_dc_system_design_tool_phi4_subject-matter_02_20260705_171926,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_protection_dc_system_design_tool_llama_generalist_02_20260705_171926,llama_generalist,llama,generalist,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_protection_dc_system_design_tool_llama_normative_02_20260705_171926,llama_normative,llama,normative,Protection DC system design tool,3,Important,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_protection_dc_system_design_tool_llama_subject-matter_02_20260705_171926,llama_subject-matter,llama,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_protection_dc_system_design_tool_mistral_generalist_02_20260705_171926,mistral_generalist,mistral,generalist,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_protection_dc_system_design_tool_mistral_normative_02_20260705_171926,mistral_normative,mistral,normative,Protection DC system design tool,3,Important,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_protection_dc_system_design_tool_mistral_subject-matter_02_20260705_171926,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_protection_dc_system_design_tool_gemma3_generalist_02_20260705_171926,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_protection_dc_system_design_tool_gemma3_normative_02_20260705_171926,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_protection_dc_system_design_tool_gemma3_subject-matter_02_20260705_171926,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,2
ANCHOR_WORD_protection_dc_system_design_tool_phi4_generalist_03_20260705_172120,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_protection_dc_system_design_tool_phi4_normative_03_20260705_172120,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_protection_dc_system_design_tool_phi4_subject-matter_03_20260705_172120,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_protection_dc_system_design_tool_llama_generalist_03_20260705_172120,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_protection_dc_system_design_tool_llama_normative_03_20260705_172120,llama_normative,llama,normative,Protection DC system design tool,3,Important,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_protection_dc_system_design_tool_llama_subject-matter_03_20260705_172120,llama_subject-matter,llama,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_protection_dc_system_design_tool_mistral_generalist_03_20260705_172120,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_protection_dc_system_design_tool_mistral_normative_03_20260705_172120,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_protection_dc_system_design_tool_mistral_subject-matter_03_20260705_172120,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_protection_dc_system_design_tool_gemma3_generalist_03_20260705_172120,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_protection_dc_system_design_tool_gemma3_normative_03_20260705_172120,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_protection_dc_system_design_tool_gemma3_subject-matter_03_20260705_172120,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,3
ANCHOR_WORD_protection_dc_system_design_tool_phi4_generalist_04_20260705_172350,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_protection_dc_system_design_tool_phi4_normative_04_20260705_172350,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_protection_dc_system_design_tool_phi4_subject-matter_04_20260705_172350,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_protection_dc_system_design_tool_llama_generalist_04_20260705_172350,llama_generalist,llama,generalist,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_protection_dc_system_design_tool_llama_normative_04_20260705_172350,llama_normative,llama,normative,Protection DC system design tool,3,Important,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_protection_dc_system_design_tool_llama_subject-matter_04_20260705_172350,llama_subject-matter,llama,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_protection_dc_system_design_tool_mistral_generalist_04_20260705_172350,mistral_generalist,mistral,generalist,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_protection_dc_system_design_tool_mistral_normative_04_20260705_172350,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_protection_dc_system_design_tool_mistral_subject-matter_04_20260705_172350,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_protection_dc_system_design_tool_gemma3_generalist_04_20260705_172350,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_protection_dc_system_design_tool_gemma3_normative_04_20260705_172350,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_protection_dc_system_design_tool_gemma3_subject-matter_04_20260705_172350,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,4
ANCHOR_WORD_protection_dc_system_design_tool_phi4_generalist_05_20260705_172922,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_protection_dc_system_design_tool_phi4_normative_05_20260705_172922,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_protection_dc_system_design_tool_phi4_subject-matter_05_20260705_172922,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_protection_dc_system_design_tool_llama_generalist_05_20260705_172922,llama_generalist,llama,generalist,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_protection_dc_system_design_tool_llama_normative_05_20260705_172922,llama_normative,llama,normative,Protection DC system design tool,3,Important,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_protection_dc_system_design_tool_llama_subject-matter_05_20260705_172922,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_protection_dc_system_design_tool_mistral_generalist_05_20260705_172922,mistral_generalist,mistral,generalist,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_protection_dc_system_design_tool_mistral_normative_05_20260705_172922,mistral_normative,mistral,normative,Protection DC system design tool,3,Important,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_protection_dc_system_design_tool_mistral_subject-matter_05_20260705_172922,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_protection_dc_system_design_tool_gemma3_generalist_05_20260705_172922,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_protection_dc_system_design_tool_gemma3_normative_05_20260705_172922,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_protection_dc_system_design_tool_gemma3_subject-matter_05_20260705_172922,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,5
ANCHOR_WORD_protection_dc_system_design_tool_phi4_generalist_06_20260705_173233,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_protection_dc_system_design_tool_phi4_normative_06_20260705_173233,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_protection_dc_system_design_tool_phi4_subject-matter_06_20260705_173233,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_protection_dc_system_design_tool_llama_generalist_06_20260705_173233,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_protection_dc_system_design_tool_llama_normative_06_20260705_173233,llama_normative,llama,normative,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_protection_dc_system_design_tool_llama_subject-matter_06_20260705_173233,llama_subject-matter,llama,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_protection_dc_system_design_tool_mistral_generalist_06_20260705_173233,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_protection_dc_system_design_tool_mistral_normative_06_20260705_173233,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_protection_dc_system_design_tool_mistral_subject-matter_06_20260705_173233,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_protection_dc_system_design_tool_gemma3_generalist_06_20260705_173233,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_protection_dc_system_design_tool_gemma3_normative_06_20260705_173233,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_protection_dc_system_design_tool_gemma3_subject-matter_06_20260705_173233,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,6
ANCHOR_WORD_protection_dc_system_design_tool_phi4_generalist_07_20260705_173500,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_protection_dc_system_design_tool_phi4_normative_07_20260705_173500,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_protection_dc_system_design_tool_phi4_subject-matter_07_20260705_173500,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_protection_dc_system_design_tool_llama_generalist_07_20260705_173500,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_protection_dc_system_design_tool_llama_normative_07_20260705_173500,llama_normative,llama,normative,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_protection_dc_system_design_tool_llama_subject-matter_07_20260705_173500,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_protection_dc_system_design_tool_mistral_generalist_07_20260705_173500,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_protection_dc_system_design_tool_mistral_normative_07_20260705_173500,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_protection_dc_system_design_tool_mistral_subject-matter_07_20260705_173500,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_protection_dc_system_design_tool_gemma3_generalist_07_20260705_173500,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_protection_dc_system_design_tool_gemma3_normative_07_20260705_173500,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_protection_dc_system_design_tool_gemma3_subject-matter_07_20260705_173500,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,7
ANCHOR_WORD_protection_dc_system_design_tool_phi4_generalist_08_20260705_173957,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_protection_dc_system_design_tool_phi4_normative_08_20260705_173957,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_protection_dc_system_design_tool_phi4_subject-matter_08_20260705_173957,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_protection_dc_system_design_tool_llama_generalist_08_20260705_173957,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_protection_dc_system_design_tool_llama_normative_08_20260705_173957,llama_normative,llama,normative,Protection DC system design tool,3,Important,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_protection_dc_system_design_tool_llama_subject-matter_08_20260705_173957,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_protection_dc_system_design_tool_mistral_generalist_08_20260705_173957,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_protection_dc_system_design_tool_mistral_normative_08_20260705_173957,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_protection_dc_system_design_tool_mistral_subject-matter_08_20260705_173957,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_protection_dc_system_design_tool_gemma3_generalist_08_20260705_173957,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_protection_dc_system_design_tool_gemma3_normative_08_20260705_173957,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_protection_dc_system_design_tool_gemma3_subject-matter_08_20260705_173957,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,8
ANCHOR_WORD_protection_dc_system_design_tool_phi4_generalist_09_20260705_174213,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,9
ANCHOR_WORD_protection_dc_system_design_tool_phi4_normative_09_20260705_174213,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,9
ANCHOR_WORD_protection_dc_system_design_tool_phi4_subject-matter_09_20260705_174213,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,9
ANCHOR_WORD_protection_dc_system_design_tool_llama_generalist_09_20260705_174213,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,anchor,ANCHOR_WORD,,9
ANCHOR_WORD_protection_dc_system_design_tool_llama_normative_09_20260705_174213,llama_normative,llama,normative,Protection DC system design tool,3,Important,anchor,ANCHOR_WORD,,9
