row_id,variant_id,base_model,model,dc_solution,rating,label,condition,iteration
mistral_generalist_31_20260702_174912,mistral_generalist,mistral,generalist,DC connectors,4,Very important,context,31
mistral_normative_31_20260702_174912,mistral_normative,mistral,normative,DC connectors,4,Very important,context,31
mistral_subject-matter_31_20260702_174912,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,31
gemma3_generalist_31_20260702_174912,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,31
gemma3_normative_31_20260702_174912,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,31
gemma3_subject-matter_31_20260702_174912,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,31
phi4_generalist_32_20260702_175159,phi4_generalist,phi4,generalist,DC connectors,4,Very important,context,32
phi4_normative_32_20260702_175159,phi4_normative,phi4,normative,DC connectors,4,Very important,context,32
phi4_subject-matter_32_20260702_175159,phi4_subject-matter,phi4,subject-matter,DC connectors,4,Very important,context,32
llama_generalist_32_20260702_175159,llama_generalist,llama,generalist,DC connectors,3,Important,context,32
llama_normative_32_20260702_175159,llama_normative,llama,normative,DC connectors,3,Important,context,32
llama_subject-matter_32_20260702_175159,llama_subject-matter,llama,subject-matter,DC connectors,3,Important,context,32
mistral_generalist_32_20260702_175159,mistral_generalist,mistral,generalist,DC connectors,4,Very important,context,32
mistral_normative_32_20260702_175159,mistral_normative,mistral,normative,DC connectors,4,Very important,context,32
mistral_subject-matter_32_20260702_175159,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,32
gemma3_generalist_32_20260702_175159,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,32
gemma3_normative_32_20260702_175159,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,32
gemma3_subject-matter_32_20260702_175159,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,32
phi4_generalist_33_20260702_175442,phi4_generalist,phi4,generalist,DC connectors,4,Very important,context,33
phi4_normative_33_20260702_175442,phi4_normative,phi4,normative,DC connectors,4,Very important,context,33
phi4_subject-matter_33_20260702_175442,phi4_subject-matter,phi4,subject-matter,DC connectors,3,Important,context,33
llama_generalist_33_20260702_175442,llama_generalist,llama,generalist,DC connectors,3,Important,context,33
llama_normative_33_20260702_175442,llama_normative,llama,normative,DC connectors,3,Important,context,33
llama_subject-matter_33_20260702_175442,llama_subject-matter,llama,subject-matter,DC connectors,4,Very important,context,33
mistral_generalist_33_20260702_175442,mistral_generalist,mistral,generalist,DC connectors,4,Very important,context,33
mistral_normative_33_20260702_175442,mistral_normative,mistral,normative,DC connectors,4,Very important,context,33
mistral_subject-matter_33_20260702_175442,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,33
gemma3_generalist_33_20260702_175442,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,33
gemma3_normative_33_20260702_175442,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,33
gemma3_subject-matter_33_20260702_175442,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,33
phi4_generalist_34_20260702_175728,phi4_generalist,phi4,generalist,DC connectors,4,Very important,context,34
phi4_normative_34_20260702_175728,phi4_normative,phi4,normative,DC connectors,4,Very important,context,34
phi4_subject-matter_34_20260702_175728,phi4_subject-matter,phi4,subject-matter,DC connectors,4,Very important,context,34
llama_generalist_34_20260702_175728,llama_generalist,llama,generalist,DC connectors,4,Very important,context,34
llama_normative_34_20260702_175728,llama_normative,llama,normative,DC connectors,3,Important,context,34
llama_subject-matter_34_20260702_175728,llama_subject-matter,llama,subject-matter,DC connectors,3,Important,context,34
mistral_generalist_34_20260702_175728,mistral_generalist,mistral,generalist,DC connectors,4,Very important,context,34
mistral_normative_34_20260702_175728,mistral_normative,mistral,normative,DC connectors,4,Very important,context,34
mistral_subject-matter_34_20260702_175728,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,34
gemma3_generalist_34_20260702_175728,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,34
gemma3_normative_34_20260702_175728,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,34
gemma3_subject-matter_34_20260702_175728,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,34
phi4_generalist_35_20260702_180003,phi4_generalist,phi4,generalist,DC connectors,4,Very important,context,35
phi4_normative_35_20260702_180003,phi4_normative,phi4,normative,DC connectors,3,Important,context,35
phi4_subject-matter_35_20260702_180003,phi4_subject-matter,phi4,subject-matter,DC connectors,4,Very important,context,35
llama_generalist_35_20260702_180003,llama_generalist,llama,generalist,DC connectors,4,Very important,context,35
llama_normative_35_20260702_180003,llama_normative,llama,normative,DC connectors,3,Important,context,35
llama_subject-matter_35_20260702_180003,llama_subject-matter,llama,subject-matter,DC connectors,3,Important,context,35
mistral_generalist_35_20260702_180003,mistral_generalist,mistral,generalist,DC connectors,4,Very important,context,35
mistral_normative_35_20260702_180003,mistral_normative,mistral,normative,DC connectors,4,Very important,context,35
mistral_subject-matter_35_20260702_180003,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,35
gemma3_generalist_35_20260702_180003,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,35
gemma3_normative_35_20260702_180003,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,35
gemma3_subject-matter_35_20260702_180003,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,35
phi4_generalist_36_20260702_180205,phi4_generalist,phi4,generalist,DC connectors,4,Very important,context,36
phi4_normative_36_20260702_180205,phi4_normative,phi4,normative,DC connectors,4,Very important,context,36
phi4_subject-matter_36_20260702_180205,phi4_subject-matter,phi4,subject-matter,DC connectors,3,Important,context,36
llama_generalist_36_20260702_180205,llama_generalist,llama,generalist,DC connectors,3,Important,context,36
llama_normative_36_20260702_180205,llama_normative,llama,normative,DC connectors,3,Important,context,36
llama_subject-matter_36_20260702_180205,llama_subject-matter,llama,subject-matter,DC connectors,4,Very important,context,36
mistral_generalist_36_20260702_180205,mistral_generalist,mistral,generalist,DC connectors,4,Very important,context,36
mistral_normative_36_20260702_180205,mistral_normative,mistral,normative,DC connectors,4,Very important,context,36
mistral_subject-matter_36_20260702_180205,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,36
gemma3_generalist_36_20260702_180205,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,36
gemma3_normative_36_20260702_180205,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,36
gemma3_subject-matter_36_20260702_180205,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,36
phi4_generalist_37_20260702_180427,phi4_generalist,phi4,generalist,DC connectors,4,Very important,context,37
phi4_normative_37_20260702_180427,phi4_normative,phi4,normative,DC connectors,4,Very important,context,37
phi4_subject-matter_37_20260702_180427,phi4_subject-matter,phi4,subject-matter,DC connectors,3,Important,context,37
llama_generalist_37_20260702_180427,llama_generalist,llama,generalist,DC connectors,3,Important,context,37
llama_normative_37_20260702_180427,llama_normative,llama,normative,DC connectors,3,Important,context,37
llama_subject-matter_37_20260702_180427,llama_subject-matter,llama,subject-matter,DC connectors,4,Very important,context,37
mistral_generalist_37_20260702_180427,mistral_generalist,mistral,generalist,DC connectors,3,Important,context,37
mistral_normative_37_20260702_180427,mistral_normative,mistral,normative,DC connectors,4,Very important,context,37
mistral_subject-matter_37_20260702_180427,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,37
gemma3_generalist_37_20260702_180427,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,37
gemma3_normative_37_20260702_180427,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,37
gemma3_subject-matter_37_20260702_180427,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,37
phi4_generalist_38_20260702_180637,phi4_generalist,phi4,generalist,DC connectors,3,Important,context,38
phi4_normative_38_20260702_180637,phi4_normative,phi4,normative,DC connectors,4,Very important,context,38
phi4_subject-matter_38_20260702_180637,phi4_subject-matter,phi4,subject-matter,DC connectors,4,Very important,context,38
llama_generalist_38_20260702_180637,llama_generalist,llama,generalist,DC connectors,3,Important,context,38
llama_normative_38_20260702_180637,llama_normative,llama,normative,DC connectors,3,Important,context,38
llama_subject-matter_38_20260702_180637,llama_subject-matter,llama,subject-matter,DC connectors,4,Very important,context,38
mistral_generalist_38_20260702_180637,mistral_generalist,mistral,generalist,DC connectors,4,Very important,context,38
mistral_normative_38_20260702_180637,mistral_normative,mistral,normative,DC connectors,4,Very important,context,38
mistral_subject-matter_38_20260702_180637,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,38
gemma3_generalist_38_20260702_180637,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,38
gemma3_normative_38_20260702_180637,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,38
gemma3_subject-matter_38_20260702_180637,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,38
phi4_generalist_39_20260702_180846,phi4_generalist,phi4,generalist,DC connectors,4,Very important,context,39
phi4_normative_39_20260702_180846,phi4_normative,phi4,normative,DC connectors,4,Very important,context,39
phi4_subject-matter_39_20260702_180846,phi4_subject-matter,phi4,subject-matter,DC connectors,4,Very important,context,39
llama_generalist_39_20260702_180846,llama_generalist,llama,generalist,DC connectors,3,Important,context,39
llama_normative_39_20260702_180846,llama_normative,llama,normative,DC connectors,3,Important,context,39
llama_subject-matter_39_20260702_180846,llama_subject-matter,llama,subject-matter,DC connectors,3,Important,context,39
mistral_generalist_39_20260702_180846,mistral_generalist,mistral,generalist,DC connectors,4,Very important,context,39
mistral_normative_39_20260702_180846,mistral_normative,mistral,normative,DC connectors,4,Very important,context,39
mistral_subject-matter_39_20260702_180846,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,39
gemma3_generalist_39_20260702_180846,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,39
gemma3_normative_39_20260702_180846,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,39
gemma3_subject-matter_39_20260702_180846,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,39
phi4_generalist_40_20260702_181132,phi4_generalist,phi4,generalist,DC connectors,4,Very important,context,40
phi4_normative_40_20260702_181132,phi4_normative,phi4,normative,DC connectors,4,Very important,context,40
phi4_subject-matter_40_20260702_181132,phi4_subject-matter,phi4,subject-matter,DC connectors,3,Important,context,40
llama_generalist_40_20260702_181132,llama_generalist,llama,generalist,DC connectors,4,Very important,context,40
llama_normative_40_20260702_181132,llama_normative,llama,normative,DC connectors,4,Very important,context,40
llama_subject-matter_40_20260702_181132,llama_subject-matter,llama,subject-matter,DC connectors,3,Important,context,40
mistral_generalist_40_20260702_181132,mistral_generalist,mistral,generalist,DC connectors,4,Very important,context,40
mistral_normative_40_20260702_181132,mistral_normative,mistral,normative,DC connectors,4,Very important,context,40
mistral_subject-matter_40_20260702_181132,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,40
gemma3_generalist_40_20260702_181132,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,40
gemma3_normative_40_20260702_181132,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,40
