row_id,source,base_model,variant_id,model,barrier_id,barrier_label,condition,iteration,timestamp
normative_phi4_01_b10,llm,phi4,normative_phi4,normative,10,uncertain regulatory roadmap,CONTEXT,1.0,20250801_172527
normative_phi4_02_b1,llm,phi4,normative_phi4,normative,1,"power losses, quality and safety issues",CONTEXT,2.0,20250801_173822
normative_phi4_02_b2,llm,phi4,normative_phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,2.0,20250801_173822
normative_phi4_02_b3,llm,phi4,normative_phi4,normative,5,lack of pilot projects,CONTEXT,2.0,20250801_173822
normative_phi4_02_b4,llm,phi4,normative_phi4,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,2.0,20250801_173822
normative_phi4_02_b5,llm,phi4,normative_phi4,normative,10,uncertain regulatory roadmap,CONTEXT,2.0,20250801_173822
normative_phi4_03_b1,llm,phi4,normative_phi4,normative,1,"power losses, quality and safety issues",CONTEXT,3.0,20250801_183908
normative_phi4_03_b2,llm,phi4,normative_phi4,normative,2,reduced reliability in DC devices,CONTEXT,3.0,20250801_183908
normative_phi4_03_b3,llm,phi4,normative_phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,3.0,20250801_183908
normative_phi4_03_b6,llm,phi4,normative_phi4,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,3.0,20250801_183908
normative_phi4_03_b10,llm,phi4,normative_phi4,normative,10,uncertain regulatory roadmap,CONTEXT,3.0,20250801_183908
normative_phi4_04_b1,llm,phi4,normative_phi4,normative,1,"power losses, quality and safety issues",CONTEXT,4.0,20250801_184649
normative_phi4_04_b2,llm,phi4,normative_phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,4.0,20250801_184649
normative_phi4_04_b3,llm,phi4,normative_phi4,normative,5,lack of pilot projects,CONTEXT,4.0,20250801_184649
normative_phi4_04_b4,llm,phi4,normative_phi4,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,4.0,20250801_184649
normative_phi4_04_b5,llm,phi4,normative_phi4,normative,10,uncertain regulatory roadmap,CONTEXT,4.0,20250801_184649
normative_phi4_05_b1,llm,phi4,normative_phi4,normative,1,"power losses, quality and safety issues",CONTEXT,5.0,20250801_190151
normative_phi4_05_b2,llm,phi4,normative_phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,5.0,20250801_190151
normative_phi4_05_b5,llm,phi4,normative_phi4,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,5.0,20250801_190151
normative_phi4_05_b3,llm,phi4,normative_phi4,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,5.0,20250801_190151
normative_phi4_05_b4,llm,phi4,normative_phi4,normative,10,uncertain regulatory roadmap,CONTEXT,5.0,20250801_190151
normative_phi4_06_b1,llm,phi4,normative_phi4,normative,1,"power losses, quality and safety issues",CONTEXT,6.0,20250801_191254
normative_phi4_06_b4,llm,phi4,normative_phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,6.0,20250801_191254
normative_phi4_06_b6,llm,phi4,normative_phi4,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,6.0,20250801_191254
normative_phi4_06_b8,llm,phi4,normative_phi4,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,6.0,20250801_191254
normative_phi4_06_b10,llm,phi4,normative_phi4,normative,10,uncertain regulatory roadmap,CONTEXT,6.0,20250801_191254
normative_phi4_07_b1,llm,phi4,normative_phi4,normative,1,"power losses, quality and safety issues",CONTEXT,7.0,20250801_191354
normative_phi4_07_b2,llm,phi4,normative_phi4,normative,2,reduced reliability in DC devices,CONTEXT,7.0,20250801_191354
normative_phi4_07_b4,llm,phi4,normative_phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,7.0,20250801_191354
normative_phi4_07_b8,llm,phi4,normative_phi4,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,7.0,20250801_191354
normative_phi4_07_b10,llm,phi4,normative_phi4,normative,10,uncertain regulatory roadmap,CONTEXT,7.0,20250801_191354
normative_phi4_08_b1,llm,phi4,normative_phi4,normative,1,"power losses, quality and safety issues",CONTEXT,8.0,20250801_191449
normative_phi4_08_b2,llm,phi4,normative_phi4,normative,2,reduced reliability in DC devices,CONTEXT,8.0,20250801_191449
normative_phi4_08_b4,llm,phi4,normative_phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,8.0,20250801_191449
normative_phi4_08_b8,llm,phi4,normative_phi4,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,8.0,20250801_191449
normative_phi4_08_b10,llm,phi4,normative_phi4,normative,10,uncertain regulatory roadmap,CONTEXT,8.0,20250801_191449
normative_phi4_09_b1,llm,phi4,normative_phi4,normative,1,"power losses, quality and safety issues",CONTEXT,9.0,20250801_193054
normative_phi4_09_b4,llm,phi4,normative_phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,9.0,20250801_193054
normative_phi4_09_b6,llm,phi4,normative_phi4,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,9.0,20250801_193054
normative_phi4_09_b8,llm,phi4,normative_phi4,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,9.0,20250801_193054
normative_phi4_09_b10,llm,phi4,normative_phi4,normative,10,uncertain regulatory roadmap,CONTEXT,9.0,20250801_193054
normative_phi4_10_b1,llm,phi4,normative_phi4,normative,1,"power losses, quality and safety issues",CONTEXT,10.0,20250801_193156
normative_phi4_10_b2,llm,phi4,normative_phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,10.0,20250801_193156
normative_phi4_10_b3,llm,phi4,normative_phi4,normative,9,lack of enough trained personnel in DC systems,CONTEXT,10.0,20250801_193156
normative_phi4_10_b4,llm,phi4,normative_phi4,normative,10,uncertain regulatory roadmap,CONTEXT,10.0,20250801_193156
normative_phi4_10_b5,llm,phi4,normative_phi4,normative,11,high costs of DC solutions,CONTEXT,10.0,20250801_193156
normative_phi4_11_b1,llm,phi4,normative_phi4,normative,1,"power losses, quality and safety issues",CONTEXT,11.0,20250801_193250
normative_phi4_11_b4,llm,phi4,normative_phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,11.0,20250801_193250
normative_phi4_11_b6,llm,phi4,normative_phi4,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,11.0,20250801_193250
normative_phi4_11_b8,llm,phi4,normative_phi4,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,11.0,20250801_193250
normative_phi4_11_b10,llm,phi4,normative_phi4,normative,10,uncertain regulatory roadmap,CONTEXT,11.0,20250801_193250
normative_phi4_12_b1,llm,phi4,normative_phi4,normative,1,"power losses, quality and safety issues",CONTEXT,12.0,20250801_193345
normative_phi4_12_b4,llm,phi4,normative_phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,12.0,20250801_193345
normative_phi4_12_b6,llm,phi4,normative_phi4,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,12.0,20250801_193345
normative_phi4_12_b10,llm,phi4,normative_phi4,normative,10,uncertain regulatory roadmap,CONTEXT,12.0,20250801_193345
normative_phi4_12_b11,llm,phi4,normative_phi4,normative,11,high costs of DC solutions,CONTEXT,12.0,20250801_193345
normative_phi4_13_b1,llm,phi4,normative_phi4,normative,1,"power losses, quality and safety issues",CONTEXT,13.0,20250801_193442
normative_phi4_13_b2,llm,phi4,normative_phi4,normative,2,reduced reliability in DC devices,CONTEXT,13.0,20250801_193442
normative_phi4_13_b4,llm,phi4,normative_phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,13.0,20250801_193442
normative_phi4_13_b8,llm,phi4,normative_phi4,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,13.0,20250801_193442
normative_phi4_13_b10,llm,phi4,normative_phi4,normative,10,uncertain regulatory roadmap,CONTEXT,13.0,20250801_193442
normative_phi4_14_b1,llm,phi4,normative_phi4,normative,1,"power losses, quality and safety issues",CONTEXT,14.0,20250801_193532
normative_phi4_14_b4,llm,phi4,normative_phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,14.0,20250801_193532
normative_phi4_14_b6,llm,phi4,normative_phi4,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,14.0,20250801_193532
normative_phi4_14_b8,llm,phi4,normative_phi4,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,14.0,20250801_193532
normative_phi4_14_b10,llm,phi4,normative_phi4,normative,10,uncertain regulatory roadmap,CONTEXT,14.0,20250801_193532
normative_phi4_15_b1,llm,phi4,normative_phi4,normative,1,"power losses, quality and safety issues",CONTEXT,15.0,20250801_193627
normative_phi4_15_b3,llm,phi4,normative_phi4,normative,3,lack of use-cases in which DC is advantageous,CONTEXT,15.0,20250801_193627
normative_phi4_15_b4,llm,phi4,normative_phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,15.0,20250801_193627
normative_phi4_15_b6,llm,phi4,normative_phi4,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,15.0,20250801_193627
normative_phi4_15_b10,llm,phi4,normative_phi4,normative,10,uncertain regulatory roadmap,CONTEXT,15.0,20250801_193627
normative_phi4_16_b1,llm,phi4,normative_phi4,normative,1,"power losses, quality and safety issues",CONTEXT,16.0,20250801_193721
normative_phi4_16_b4,llm,phi4,normative_phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,16.0,20250801_193721
normative_phi4_16_b6,llm,phi4,normative_phi4,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,16.0,20250801_193721
normative_phi4_16_b8,llm,phi4,normative_phi4,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,16.0,20250801_193721
normative_phi4_16_b10,llm,phi4,normative_phi4,normative,10,uncertain regulatory roadmap,CONTEXT,16.0,20250801_193721
normative_phi4_17_b1,llm,phi4,normative_phi4,normative,1,"power losses, quality and safety issues",CONTEXT,17.0,20250801_193814
normative_phi4_17_b2,llm,phi4,normative_phi4,normative,2,reduced reliability in DC devices,CONTEXT,17.0,20250801_193814
normative_phi4_17_b3,llm,phi4,normative_phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,17.0,20250801_193814
normative_phi4_17_b4,llm,phi4,normative_phi4,normative,5,lack of pilot projects,CONTEXT,17.0,20250801_193814
normative_phi4_17_b5,llm,phi4,normative_phi4,normative,10,uncertain regulatory roadmap,CONTEXT,17.0,20250801_193814
normative_phi4_18_b1,llm,phi4,normative_phi4,normative,1,"power losses, quality and safety issues",CONTEXT,18.0,20250801_193904
normative_phi4_18_b4,llm,phi4,normative_phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,18.0,20250801_193904
normative_phi4_18_b6,llm,phi4,normative_phi4,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,18.0,20250801_193904
normative_phi4_18_b8,llm,phi4,normative_phi4,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,18.0,20250801_193904
normative_phi4_18_b10,llm,phi4,normative_phi4,normative,10,uncertain regulatory roadmap,CONTEXT,18.0,20250801_193904
normative_phi4_19_b1,llm,phi4,normative_phi4,normative,1,"power losses, quality and safety issues",CONTEXT,19.0,20250801_193957
normative_phi4_19_b2,llm,phi4,normative_phi4,normative,2,reduced reliability in DC devices,CONTEXT,19.0,20250801_193957
normative_phi4_19_b4,llm,phi4,normative_phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,19.0,20250801_193957
normative_phi4_19_b6,llm,phi4,normative_phi4,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,19.0,20250801_193957
normative_phi4_19_b10,llm,phi4,normative_phi4,normative,10,uncertain regulatory roadmap,CONTEXT,19.0,20250801_193957
normative_phi4_20_b1,llm,phi4,normative_phi4,normative,1,"power losses, quality and safety issues",CONTEXT,20.0,20250801_194127
normative_phi4_20_b2,llm,phi4,normative_phi4,normative,2,reduced reliability in DC devices,CONTEXT,20.0,20250801_194127
normative_phi4_20_b4,llm,phi4,normative_phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,20.0,20250801_194127
normative_phi4_20_b6,llm,phi4,normative_phi4,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,20.0,20250801_194127
normative_phi4_20_b10,llm,phi4,normative_phi4,normative,10,uncertain regulatory roadmap,CONTEXT,20.0,20250801_194127
normative_phi4_21_b1,llm,phi4,normative_phi4,normative,1,"power losses, quality and safety issues",CONTEXT,21.0,20250801_194310
normative_phi4_21_b2,llm,phi4,normative_phi4,normative,2,reduced reliability in DC devices,CONTEXT,21.0,20250801_194310
normative_phi4_21_b3,llm,phi4,normative_phi4,normative,3,lack of use-cases in which DC is advantageous,CONTEXT,21.0,20250801_194310
normative_phi4_21_b4,llm,phi4,normative_phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,21.0,20250801_194310
normative_phi4_21_b5,llm,phi4,normative_phi4,normative,10,uncertain regulatory roadmap,CONTEXT,21.0,20250801_194310
normative_phi4_22_b1,llm,phi4,normative_phi4,normative,1,"power losses, quality and safety issues",CONTEXT,22.0,20250801_221307
normative_phi4_22_b2,llm,phi4,normative_phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,22.0,20250801_221307
normative_phi4_22_b6,llm,phi4,normative_phi4,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,22.0,20250801_221307
normative_phi4_22_b8,llm,phi4,normative_phi4,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,22.0,20250801_221307
normative_phi4_22_b10,llm,phi4,normative_phi4,normative,10,uncertain regulatory roadmap,CONTEXT,22.0,20250801_221307
normative_phi4_23_b1,llm,phi4,normative_phi4,normative,1,"power losses, quality and safety issues",CONTEXT,23.0,20250801_221435
normative_phi4_23_b4,llm,phi4,normative_phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,23.0,20250801_221435
normative_phi4_23_b6,llm,phi4,normative_phi4,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,23.0,20250801_221435
normative_phi4_23_b8,llm,phi4,normative_phi4,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,23.0,20250801_221435
normative_phi4_23_b10,llm,phi4,normative_phi4,normative,10,uncertain regulatory roadmap,CONTEXT,23.0,20250801_221435
